customer_tweet_id,brand_tweet_id,customer_text,brand_response
1864924,1864923,Oh @115714 why did you stop integrating my Google Voice number? @sprintcare,"@557172 Hi there, we don't want you to have problems. Allow us to look into this. Please send us a DM, so that we can further assist you. -JD"
1865367,1865366,"@sprintcare why couldn't an employee at a store look up my account when i called. said ""i cant over the phone."" i call BS + Lazy!",@557294 Hey Patrick. We appreciate you mentioning that to us. We would like to hear more details about this. Please DM us. Thank you. AL
1865383,1865382,Why would @116035 and @115714 collude to steal $426.08 from my acct? #WhyIWrite,"@324052 Wow, that’s terrible. Let’s get it fixed. Please send us a PM and elaborate more on what exactly happened for us please. -R.A"
1865392,1865389,@sprintcare why my data working slow??,@154092 Oh no! How long have this been happening? Are you the only person experiencing this in your household? Send us a DM for assistance. -HS
1865399,1865398,@115714 finna get a foot in they ass,"@557302 Hey there, this type of feedback is very concerning to us. Shoot me a DM letting us know what make you eel this way. We are here to help -IB"
1865489,1865488,"@115725 Constant unfixed errors, overcharged and false promises to fix. Not reliable #verizonovercharges @115714 @Att @115911 @136958",@557332 We would love to have you become part of the Sprint family! https://t.co/OLXF2ShjmN Here is a link to our most current deals! -Maria Q
1865747,1865746,I freaking hate @115714....🙄,"@557409 Hey, this type of feedback is very concerning to us. Shoot me a DM letting us know what makes you feel this way. We are here to help. -IB"
1865806,1865805,@115714 service has been pretty bad lately,"@480103 Hey there, how long has this been happening? Are you the only person experiencing this issue in your area or household? Let me know. -AS"
873944,873945,My phone service has been horrible especially after IOS 11 and I can’t tell if it’s because of @115714 or @115858,"@249389 Glad to hear from you. We would like to look into our coverage in your area. Please send us a DM, along with your cross street and ZIP. -DS"
1865828,1865827,"@115714 @sprintcare For folks who are interested, in going to tweet speed tests on sprints network in queens every hour for the next few hours.","@557430 Hey there, I saw your post are you having issues with your service? Shoot me a DM so that we can look into this. We are here to help. -IB"
1865935,1865934,@115714 I hate u so much right now in my @38363 v. 🙄😂,@557460 This is definitely not the way we will want you to feel. What's going on? Please notify us about this matter in a Direct Message. -HS
1866123,1866122,@115714 @sprintcare @116447 marcelo @124218 @115913 johnle @115911 @TMobileHelp,@557517 Please send Team @116447 a DM with your contact information and we will review and reach out to discuss your concerns. https://t.co/DmBiEV6j9r
1866431,1866429,"@115714 y’all got a glitch on my account, thats gonna piss me off. FIX it!","@153515 Please send us a DM with your Sprint telephone number and more details regarding your concerns, we will review and contact you directly."
1866675,1866674,"@sprintcare if I'm not a Sprint customer, how do I get a Sprint iPhone unlocked?","@197521 Hi Christian! If you're a previous Sprint customer, click on the following link concerning the Unlocking Policy: https://t.co/vcKAMnjW1m -KP"
1866856,1866854,@115714 @sprintcare And now we are without service AGAIN for the third time in a year because YOU guys can’t get your shit together,"@557714 Hello! We want to help. Follow us @sprintcare and please send us a DM with details of the issue, in order to further assist you. -Y.F."
1866855,1866857,@sprintcare So that I can talk to you guys VIA twitter for another five hours? No thanks we’re gonna discontinue our plan and switch to @115725 🤙🏻 😘,@557714 We would hate to lose you as a customer. Please allow us the opportunity to better assist you. Please follow us and send us a DM. -Y.F.
1866858,1866859,@sprintcare I’m breaking up with sprint,"@557714 We strive to provide the best customer experience, and we do not want you to feel this way. Follow and DM us, we truly want to help. -Y.F."
1866966,1866965,@sprintcare Over the phone told me to return in store. In store told me to use UPS. UPS told me to use in store. In store told me to use the phone. HUH!,@118241 Oh no! We'd hate to lose you! We do apologize for the run around you received. Please send us a DM to further assist you. -CO
1867044,1867043,@115714 just picked up a new iPhone 8 from y'all!! Can I get a follow back?!,"@323592 Awesome! :) How do you like your new device? We tried hitting that Follow icon on our end, however, we'll need you to hit it for us! -AJS"
1867086,1867085,@115714 your service is unacceptable...,@557757 This is not good news. We definitely want you to have amazing service! Could you send us a Direct Message so that we can assist you? - CE
1867444,1867443,@115714 I should not be liable for the of a lease agreement on a item that was stolen from me! No one has helped!,@447410 Good afternoon. I am sorry to hear that this happened to you. Please send us a Direct Message so we can further explain. -Felicia R
1867514,1867513,@sprintcare @115714 I just had the most excruciating call that did not resolve my issue with a rep who refused to pass me to a manager 3x.,"@557882 Hello, Kris! We hate that you've experienced this. Can you send us a DM with some more details so we can further assist you? -CD"
1867519,1867517,#Sprint Give me The Wrong Phone Again If They Send Me A Other Boots Mobile Monday Im Tell You I Will Go To Sprint Store Cuss Them Out,@557883 This is not the kind of feedback we like to hear from our customers. Pleas send us a Direct Message so we can further assist. -AG
1867553,1867552,@115714 get me outta collection I don't owe you any money!!,"@557888 Hello there! We'd love to take a deeper look into this. Let's move the conversation to DM, so that we can verify the situation. - FS"
1867579,1867578,@39341 @115714 @115911 @ATT @115725 Yeah! Probably going TMobile,"@557489 Hey there! Give me the opportunity to make this right. What issue(s) are you currently experiencing? I am her to help, send me a DM. -JJ https://t.co/rMApsV8PQY"
1867592,1867591,@115714 I'm currently in Brazil and someone bought a Sprint IPhone while they were in Orlando and it doesn't work (Bad IMEI) can you help?,"@168088 You can learn more about our unlocking policy via https://t.co/vcKAMn2l9O. Please send us a DM, so that we can further assist you. -JJ https://t.co/rMApsVqrfy"
1867800,1867799,@116447 I'm going to need your help again. @115714 just presented me with a ridiculous bill. #notahappyloyalcustomer,"@557948 Please send Team @116447 a DM with your contact information, we will review your bill and reach out. https://t.co/AU2s0DX2AY"
869124,869126,Cussing #sprint out once again because know one knows their job,"@266279 Hi Ris, my name is Shantel, I'm a Resolution Supervisor here with Sprint. I would really like to assist. 1/2 -ResolutionSup SR"
1867970,1867969,@136221 It works with @115714 ?,@558006 Hey there! Thank you for reaching out. Can you please let me know which Google device you are referring to so I can further assist you. -SH
847526,847527,@sprintcare I'm at one of your stores and you have 8 employees not doing a thing....,"@321437 Hey, we hope that your issue was addressed at the store. A feedback can also be submitted on https://t.co/0qT1rLBLtN. -ResolutionSup SR"
1868617,1868616,@115714 I need all my money back https://t.co/dt0oNzpVhG,"@558171 This is concerning message to get from our customers. Please send us a Direct Message, so that we can further assist you. -KA"
1868807,1868806,"@558215 @558216 Mientras tanto, @115714 hoy nos deja sin roaming volviendo a convertir nuestros teléfonos en aparatos inservibles. #SprintNoSirve","@453436 ¡Hola Hector! Lamentamos esta situación actual, para resolver esto, nuestros Equipos de Redes están trabajando arduamente (1/2) -EF"
1868851,1868850,Fr what's a good service to use cause @115714 so garbage I'm getting bad service... in uptown Charlotte...fucking garbage ass shit man,"@558221 Oh no! this is not the way we want our valued customer felt. Please send us a Direct Message, so that we can further assist you. -RM"
1868867,1868866,"Dear @115714, can I get some network consistency though? Y’all shit act like it’s dial up!","@558224 This is concerning to us! Please send us a DM, so that we can further work with your situation. -GP. https://t.co/rMApsV8PQY"
1868869,1868868,@115714 did you guys blow up half your cell towers or what,@494825 Can you tell us why you feel this way? Please send us a Direct Message so we can look into the issue for you. Thank you. -LL
1868981,1868979,"@138028 BOOST is great, good customer service, great rates and part of Sprint! Best deal in town!",@558254 Thank you for choosing Sprint. So happy to know you are enjoying our services Our customers satisfaction is our number on priority. :-) -SH
1868980,1868982,@sprintcare Your new BOOST office in Inverness is great! Friendly and efficient. Best coverage and best rates! I'm happy!,@558254 We thank you for your positive comment and look forward for your continued services in the future. Do enjoy the rest of your evening. -ES
903409,1868996,"@115714 Tuesday my cellular service went down, I contacted @sprintcare and they said two towers were down in the area and I should wait overnight.","@334473 We do apologize to hear about that. In order to further assist, please send us an private so we can further assist you. Sprint cares. -RM"
1869002,1868998,"@115714 @sprintcare Second store (114 Broadway Saugus MA) doesnt even look at phone just says ""Go right to Apple Store they'll give you a new phone on the spot""","@334473 This seem very concerning to us. In order to further assist you with further information, please send us an DM. We are happy to help. -RM"
1868807,1868808,"@558215 @558216 Mientras tanto, @115714 hoy nos deja sin roaming volviendo a convertir nuestros teléfonos en aparatos inservibles. #SprintNoSirve","@453436 Para restaurar todos los servicios, una vez la restauración sea completada, usted podrá verla publicada aquí: https://t.co/jynCKmEl7R . -EF"
903962,903963,I hate you. @115714,@334599 This is definitely not the type of feedback we like getting from our customers. Can you please let us know the cause in which led you... -TC
1869059,1869058,@115714 your service is seriously the biggest joke of 2017. I can’t wait to end my service with you.,@228968 I know the importance of having a device that's works at all times. I'll be happy to check on the coverage for you DM us with your ZIP! - AW
904924,904925,@115725 @115714 @115911 @ATT @att @115725 @ T-Mobile @115714 I will pay more a month for better service even if you have to merge,@334848 Your post is quite alarming to us. Can you please let us know what is the cause in which led you to have such feedback about us and..... -TC
1869094,1869093,@115714 service sucks! Been a loyal customer for 15 years and just about ready to leave and go with another company.,@497555 Hey there! We would hate to see you leave our family. Please send us a DM if we can assist you with any query or concern. - EH https://t.co/rMApsV8PQY
1869299,1869297,@558334 @115714 My dumb self is still in denial.... SMH,"@291784 Hey, we tried getting in contact with you and no response. Feel free to let us know if your issue was resolved. -Resolution SupervisorNP"
1869298,1869300,@sprintcare I'm ok for now. Thanks,@291784 Okay great! Feel free to reach out to us if there are any further concerns and queries. Sprint cares! -Resolution SupervisorNP
1869567,1869566,I think it's time to leave @115714 after 15 years @sprintcare,@558404 After 15 years of service we consider you a valuable member to our Sprint Family. DM us lets see what can be done to change your mind. -CW
1513736,1759880,"@115714 I’m ready, about to say good bye to @115911","@290346 Hey, you can visit the Sprint website at https://t.co/y5KU4cSsLx or call 800-SPTRINT-1 to join us here at Sprint. -HM"
1870304,1870302,"I am unofficially complete with my undergrad; however, I am officially done with sprint! Hello Verizon! #libertyuniversity #verizon #sprint","@558588 This isn't the type of feedback we like to receive. This sounds concerning. Send us a DM, allow us to look into this for you? -SD"
1870495,1870493,"@115714 Just sent you an InMail, @116447. I look forward to hearing back.",@553381 Team @116447 will be happy to review your concerns. Please DM us the best number to reach you on and we will contact you directly. https://t.co/hehMPSZpN6
1870494,1870496,@sprintcare @116447 I already gave you my number and you couldn't access my account.,@553381 Please check your DM for additional information from Team @116447
1870819,1870818,@115714 From today alone... https://t.co/GNO29Vy6k1,"@558720 Thank you for bringing this to our attention, we understand your concern. We'd like to review this matter, please DM us. -JT https://t.co/rMApsV8PQY"
1870870,1870869,@115714 what are you gonna do? https://t.co/tSX31Bza2n,"@558731 Wow, this is very disturbing for us to hear. Please allow us to look into this for you. Send us a DM, we're here to assist. -SD"
1870882,1870881,@115714 is literally the worst phone carrier iv ever had 🙄,@558736 This is not the kind of feedback we want to receive. Are you experiencing issue with our service? Please DM us to further assist you. -JM
1870893,1870892,@sprintcare Y'all never help... I'm good. https://t.co/p21tqj30t0,@369198 Allow us the opportunity to better assist you. Please DM us in order to solve the issues you are experiencing as soon as possible. -Y.F.
1870895,1870894,My dislike for @115714 service is REAL. They are so trash. Worst service ever. 🚮,@369198 Hello! We want to help. Follow us @sprintcare and please send us a Direct Message in order to further assist you. -Y.F.
921982,921984,@115714 service sucks all the time no matter where I am. Is this the best you got? Getting tired of no service. Might have to switch!,@338870 We'd be glad to assist you. How long has the issue been occurring? Is there anyone else that is being impacted by the issue? -BC
1871102,1871101,"@sprintcare I tried this on FB, still waiting for a response.",@558794 Really? I'm online right now and I'll be able to assist you personally if you can reply within an hour. Please send us a DM. A L
1871104,1871103,We have been @115714 customers for 12 years. We just want our bill fixed. -239 why won't they help us?,"@558794 Hey Staci, Thanks for reaching out to us. Would you please send us a DM so we can further assist you? Thank you. Ange L"
1696224,1696225,@sprintcare No worries! Parenthood is forever the adventure. 😜,@160393 We-Go software for iOS 11 in the hopefully not too distant future. -CP
1871123,1871122,@115714 so y’all just gone continue to be trash,@343598 Oh No! That is definitely not the type of feedback we like getting from our customers. Can you please send us a DM and let us know ..... -TC
1871139,1871137,"Man this game between @115714 and me-canceling-my-service is close, but I think me-canceling-my-service is winning! https://t.co/iFBJlWYaU3","@558804 Hey DJ, we would like to make sure you don't hit a buzzer beater on us. We would like to keep you here. Please send us a DM. Thank you. A L"
1871138,1871140,@sprintcare Last time I did that I got a lesson in what causes connectivity issues from YP https://t.co/15ifwc7XGx,"@558804 Oh no! Ryan, this is Ange again. we would like to resolve your issue once and for all. Please allow us to. Send us a DM. Thank you. Ange L"
1871399,1871398,I have Sprint how can I get a Pixel 2XL? @115714 @sprintcare #pixel2xl,@558861 We would advise you buying this device directly from Google. As we do not offer this device however you can activate this device. -AP
1871458,1871457,@558874 @324326 @116072 @116021 @116602 Seriously though between my @115714 bill and my @116072 bill I barely got enough left over for mac n cheese,"@558873 Hey there! Allow me to look into this for you. Please send us a Direct Message, so that we can further assist you. -JJ https://t.co/rMApsV8PQY"
1871477,1871476,@115714 hey big head https://t.co/8Lm6qfrOqa,@558879 Or you can contact our sales team via: 800-777-4681 Monday - Friday: 6:00 AM - 11:00 PM Saturday - Sunday: 7:00 AM - 11:00 PM. -AP
1871573,1871572,Now I have to spend another hour talking to another @115714 rep about the double bill I’m being fucking charged!,@558906 I understand having a higher bill can be a bit overwhelming. Can you send us a DM for us to further assist you? -Sup Alake Joseph
1871643,1871641,Hey @115714 why do you allow your customers to be harassed and stalked? I need answers,"@558931 Hey there! Your comment is concerning to us. Please, send us a DM with a brief description of this situation to further assistance - LM"
1871654,1871652,2 hrs 20 min and counting. All I want to do is return my phones and be done with @115714 once and for all. 😑 #imightbehangry,@558934 Good night. The phones can be returned to a Sprint Store or you can use self-serve at https://t.co/qiag3a3Zja or log into My Sprint . -FJ
1871653,1871655,"@sprintcare Tweeted from Sprint Store. Attempted to return yesterday, but they closed 3 hrs early. Tried calling 2 other stores (went straight to vm).",@558934 You can set up an appointment to visit a store at your convenience by clicking this link https://t.co/X1DpDgk1EU -FJ
847516,847517,Hey @115714 - your Dekalb location is a mismanaged mess. Sold my brothers phone to another customer. Is this what you call customer service? https://t.co/DoJCMEyCUU,"@321434 Hey Alex, thank you for bringing this to our attention. Please tell him to contact us through this platform, so we can assist him. - EH"
1871884,1871885,"@sprintcare Thanks for the response. I’m not sure if they have an active Twitter, but I appreciate it. I wish your stores provided as good of service",@321434 You can also click the link https://t.co/a8o8qjKr9l for further assistance. KC
1872047,1872046,I just wanna know where these late fees came from and my bill not due yet @115714 🤔,"@559024 We would like to have a better understanding of your situation. Please send us a Direct Message, so that we can further assist you. -JJ"
1872391,1872389,"@115714 What happened to you? You use to have good service, now I'm sorry I switched from AT&amp;T. Can't access email/Internet while on a call!",@559121 Hey Jeffrey. This is unfortunate. We have a calling Plus feature on select devices to combat this issue. What's your current device? - DW
1872422,1872420,@559128 @115714 THANK YOU every time i’m in some public ass place full of electronics just looks like it has super nerd strength signal and i end up on 3g,"@559127 Hey! We'd definitely like to take care of this for you, please give us a DM for us to further assist you! - FL https://t.co/rMApsV8PQY"
1872421,1872423,@sprintcare nigga don’t let me catch you lacking nigga imma slap the shit out you lame ass nigga,"@559127 Please feel free to give us a DM if any assistance is needed, we'd be always glad to help! - FL https://t.co/rMApsV8PQY"
1872479,1872478,"Hey @115714 , please give me back LTE service. Thanks 😐",@559147 Hello Andy! This concerns us and we would love to assist. Please send us a Direct Message with more details of your issue. - RC https://t.co/rMApsV8PQY
1872548,1872547,@sprintcare Just started happening this week,@210731 Allow to assist you! Please send us a Private Message so that we can further assist you. Just click ‘Message’ at the top of our profile. KC
1864469,1872618,@332653 @115714 this is fucking terrifying.,"@559180 Please let us know what is terrifying, we're here to help. Please send us a Direct Message, so that we can further assist you. - NR"
1872730,1872729,@115714 you are the worst mobile carrier company ever! in the event of an emergency situation you will be the cause of destruction,"@559203 This is not the type of feedback that we want to receive. Please send us a Direct Message, so we can further assist you. -LR https://t.co/rMApsV8PQY"
1872758,1872757,@115714 I'm trying to send literally a 30 second video. It fails. Is it too much??,"@559212 Hey there! We'd definitely like to take care of this for you, please give us a DM for us to further assist you! - FL https://t.co/rMApsV8PQY"
1872977,1872976,The worsttttt bruh barley can send a text y’all shitty asf @115714 y’all need to get y’all services fucking together!!! https://t.co/MeJVSyZTcF,"@559262 This is not the experience that we strive to provide. Please, send us a DM so that we can further assist you. -JA. https://t.co/rMApsV8PQY"
1873043,1873042,@115714 thanks for no signal at Oakland Coliseum for the last 4 hours! 1 more month and I'm out of that train wreck of a contract,@131896 We would hate to see you go. This issue is only occurring in the Oakland Coliseum? Please DM us to check your surroundings. -LR. https://t.co/rMApsV8PQY
1873070,1873069,"@115714 I am from America, living in Thailand for 2 months. Trying to pay my bill, locked out from my account app and online. Help!",@559284 Hi there! Thank you for reaching out. I will be more than glad to help you. Send us a Direct Message to further assist you. -DC https://t.co/rMApsV8PQY
1873173,1873172,"@124218 cont... I've already restart, updated prl, ensured I use the main sms app. .",@559310 This isn't the type of feedback we'd like to receive from our valued customers. We understand how frustrating service issues can be. -BC
1873493,1873491,@sprintcare It's been doing this for 3 min now.....and everything has been wiped from my browser..... https://t.co/qTnKqhoXZT,@559380 Have you tried processing your upgrade via our mobile app? We know how frustrating it must be to do this through your browser. - JA
1873495,1873494,"@115714 y'all need to fix ya damn website, I can't even look at the phones so I can upgrade 😡",@559380 Please clear your browser's cookies and cache and try to access our webpage again. - JA
1873573,1873572,"@214562 @115714 I'm seriously gonna switch. I was gonna wait for this contract to end, but honestly I might just go see what kind of deal Verizon can give","@559380 @214562 @115714 You can contact us via phone call :800-777-4681 Monday - Friday:6:00 AM - 11:00 PM, Saturday - Sunday:7:00 AM - 11:00 PM(CST) - JA"
1873706,1873704,@sprintcare is unconditional call forwarding free on the Free Year plan?,"@371942 Yes, Call Forwarding features - conditional and unconditional are available on BYOD Web Exclusive Unlimited - Bring Your Phone. -CP"
1873705,1873707,@sprintcare ... but is it free or 0.20 cents a minute?,@371942 The Call Forwarding is free. You can click this link https://t.co/DXeSKlIlYx to get more information. -CP
1874018,1874017,@115714 fuck you and fuck @sprintcare I can't even get into my account because your website fails. Not suprised given that my service fails,@559476 This is concerning; We'd like to help you with this. Please send us a DM so that we can further assist you. -JA. https://t.co/rMApsV8PQY
923361,1874386,"@339143 @ATT I’ve been with @115714 since the invention of the cell phone. Service is usually good, plan cost sucks, people switching get better deals.","@559564 Hey Rachel, we would like to make sure we address your concern and resolve it. Would you please send us a DM? Thank you. Ange L"
1874390,1874389,Customer service over the phone with the Tacoma @sprintcare sucks. Needing answers about my daughters broken phone. Yea not helpful,"@471027 We would love the chance to turn your experience around. Please send us a Direct Message, so that we can further assist you. -KA"
1874602,1874601,Wtf @115714 my calls are not going through,@503074 Hi! Thanks for bringing this to our attention. We want to take a look of that. Please DM us and follow us on Twitter so we can DM you. -JS
1874813,1874812,"Dear @115714, fix your service.","@559698 Thanks for letting us know! How long have you experienced this? Please send us a Direct Message, so that we can further assist you. -JN"
1874815,1874814,@115714 how is it I have unlimited data but it’s moving mad slow ?,@505599 This is not the experiene we strive to offer our loyal customers. Please DM and follow us to further assist you with this situation. -JR
943940,1874821,@116447 @122986 @115714 The essential phone is not working on sprint I'll send out a text but I can't receive them unless I make a random call,@559701 We are sorry to hear this. Please send us a DM with your contact information and an agent Team @29489 will reach out shortly.
1875066,1875065,So glad my mom switched us from @115725 to @115714 $600.00 for a phone bill is a little much don’t you think ?,@119092 Wow! It's more than 'a little' too much Lois. We are dedicated to make you enjoy this ride. Welcome to the Sprint Family. Thank you. AL
968001,968002,Hey @115714 I really want to let you guys know that your service is horrible as fuck and ur customer service is trash thank you 🖕🏿,@349783 These are definitely not the type of feedback we like getting from our customers. Can you please let us know what is the cause in.... -TC
1875167,1875166,Yo @115714 can someone figure out how to use my Apple Watch 3 with my cell phone plan. #8hrswithsprintsupport#2sprintstores#,@559789 Just to confirm are you trying to configure your Apple Watch 3 series? Please Direct Message us so that we can further assist you. -JJ
1875308,1875307,"@115714 ...maybe not. Three hours, find out they’ve been defrauding me, no resolution and MAYBE refund for billing two leases for 1 phone.","@559835 We're here to help. Please send us a Direct Message, so that we can further assist you so that we can look into this for you. - RA"
1875435,1875434,@sprintcare whats going on in Houston?? We dont have fast internet since the morning,"@559875 Allow us the chance to evaluate the service activity in the area. Please send us a Direct Message, so that we can further assist you. -EM"
1875722,1875721,"@115714 your service is trash, I've had to restart my phone 3 times today just to be able to send a msg","@559955 This is not the experience that we strive to provide. Please, send us a DM so that we can further assist you. -JA. https://t.co/rMApsV8PQY"
971469,1875750,@sprintcare And @115714 wants me to pay for a new one even though its a manufacturer problem I loved my iphone but this is ridiculous,"@559962 This is not the kind of experience we are willing to provide. Please send us a Direct Message, so that we can further assist you. - LV."
971470,1875799,@sprintcare Issues in Dallas. Seems to have trouble with Data when going anywhere.,"@188256 Hi there! Due to character limitations, please send us a Direct Message, so that we can further assist you. - JL https://t.co/rMApsV8PQY"
1875815,1875810,"@115714 I am more than ready to switch carriers after 4 years and 3 lines. Been dealing with stolen phone, now getting wrong claim #! DONE!!","@559977 We would not like to see a member of our family leave. Please, send us a DM so that we can further assist you. -JA. https://t.co/rMApsV8PQY"
976434,976435,Why would I trade in a phone I own for a phone I have to lease!? Who came up with this shitty idea??? Bring back 2 year agreements @115714,"@351593 Sprint Flex is our flexible way to upgrade or own your phone. To learn more, check out our Flex support center: https://t.co/xRY4A14SAl. KC"
1875846,1875845,@115714 how the hell do I get someone that can turn off a phone line. Chat is down and you are closed. Pain in the ass,"@559986 Hello there! We'd love to take over from here, Everett. Could you please elaborate on your request via DM? Let us assist you! -AC"
1875918,1875917,I swear tah gawd @sprintcare got some DUMBASS customer reps!!,"@560010 This is very concerning to us, allow us a moment to help you. Please send us a Direct Message, so that we can further assist you. - NR"
971476,1875961,@sprintcare Time to switch to T-Mobile,@439521 Please allow us to repair your trust in us as the #1 service provider. Can you explain to us why you want to leave our Sprint family? KC
1875973,1875971,"@sprintcare What is up with the horrible data speeds in Roseville, Mi. I'm currently pinging a Toronto server at less than 1 mbps.","@560025 Hi there, this is not the feedback we at Sprint strives to receive. Can you please send us a DM, so that we can further assist you. - AD"
1876191,1876190,@sprintcare I can’t download the new IOS system for iPhone 6splus and I’m connected to internet,"@190043 Hello there! Thank you for contacting us. In order to assist you further, please DM us to take a deeper look into your situation. -AC"
1876231,1876230,"@115714 Do not forget to give service to LMM int'l airport, San Juan PR. I can't get reception nor internet here.",@440071 Hey there. I'm seeing you're experiencing service issues at an airport? Can you provide cross streets and a ZIP so we may review? - DW
971452,1876306,@sprintcare I keep getting this message daily. This service sucks more everyday https://t.co/5q0adtMtaG,"@189882 Oh no! This is very concerning to us, we're here to help. Please send us a Direct Message, so that we can further assist you. - NR"
1876315,1876314,"@sprintcare Hi, I only get 1-2 out of 4 service bars on my phone. Is this normal? How can this be fixed?","@195490 Understand your situation. We are willing to address such matters, please approach us via DM to better handle the situation. - VC"
971543,1876338,@sprintcare 1-2 bars avg past month when used to be 3-4. 2 weeks ago was getting zero data through out city even though said LTE. Sprint refreshed line,"@560139 Hi there! Due to character limitations, please send us a Direct Message, so that we can further assist you. - JL https://t.co/rMApsV8PQY"
1876395,1876394,@ATT phone SIM card is stolen and neither your website nor chat can help deactivate the number... Can you hear me now? @115714 @115725,"@560157 Hey , r interested in joining the Sprint Family? If u r, u can be eligible for a yr free! Click the link 4 more https://t.co/teNGaHePQE -KY"
1876435,1876433,@115714 your awful cell service cost me a byline tonight--I hope you're happy with yourself.,"@560167 This is not the experience that we strive to provide. Please, send us a DM so that we can further assist you. -JA. https://t.co/rMApsV8PQY"
1876473,1876472,"@115714 when are y'all gonna fix my bill, I'm tired of y'all charging me $300 for poor service 🤦‍♂️","@560179 This is not the experience that we strive to provide. Please, send us a DM so that we can further assist you. -JA. https://t.co/rMApsV8PQY"
971454,1876476,@sprintcare Everything moves slow,"@560181 Oh no! This is very concerning to us, we're here to help. Please send us a Direct Message, so that we can further assist you. - NR"
1876632,1876631,"@115714 getting ""An error occurred on the server when processing the URL. Please contact the system administrator."" #justforyousweepstakes","@560220 Hi! Would you mind to explain where this error is occurring? Please, send us a DM, so we can properly assist you. -LR. https://t.co/rMApsV8PQY"
1876654,1876652,i cannot take another minute of @115714 horrible ass service !!!!!!!!!!!!!!! i’d rather a house phone,@560227 What sort of issues are you experiencing with your service? Please send us a Direct Message in order to look into your situation. -LR. https://t.co/rMApsV8PQY
1876653,1876655,@sprintcare i’m not DM’ing y’all NOTHING unless i’m getting a credit on my line then we can talk,@560227 I cannot guarantee a credit without being able to access your account. We must speak privately to ensure account security. -SW
1011887,1011888,"@sprintcare I’ll do that. It’s unfortunate that service seems 2 b getting worse in Downey. Love your customer service, but service itself is downgrading","@350950 Hey saw your post, I would like to help. Please send us a DM, so that we can further assist you. Resolution Supervisor --KR https://t.co/rMApsV8PQY"
971545,1877005,"@sprintcare Ever since I upgraded to the new IOS my iphone 7+ battery barely lasts, the screen freezes up several times at random, my phone barely works when I’m in the office anymore, and the speaker sometimes makes a crackling noise. Not sure what Sprint can do, these are 🍎 problems",@560306 Thanks for reaching out. You can visit one of our Sprint repair stores so a technician can assist with the problems on your device. -DS
1877136,1877135,"I HATE @115714 , THANKS TO THEM I LOST 2 SNAP STREAKS OVER 400 DAYS!!!!","@560343 Sounds like something we need to look into. Tell us what's going on and we can help you. Send us a DM, so we can further assist you. - MJ"
899057,1877339,"@115714 Then why am I, a long time customer, paying 100 dollars a month for one line?","@560392 Hello there! Please follow us at @sprintcare and send us a DM with more details of your requirements so, we can further assist you. -DG https://t.co/rMApsV8PQY"
1877362,1877358,@115714 hoping you guys do something about your network soon,@560399 Hi there! It seems like you're having issues with your service in area. Let us take a look into this for u. Shoot us a DM to assist. -JA
1877361,1877363,@sprintcare My data worked flawlessly while@roaming in cananda proved to me that service levels state side are crap!,@560399 Our Network Technicians are actively working to have the issue resolved as soon as possible. We thank you in advance for your patience. -JA
904920,904921,@116447 @40032 @334847 You’re service sucks! https://t.co/vwbQRe1GVN,@334846 Please send us a DM with the trouble location; detailing any network concerns. Team @116447 will review and reach out. https://t.co/VzAgJKYD0H
1877652,1877651,@115714 :so is there an explanation and solution to the fact that your service has been horrible this whole past week? 🤔,"@560473 Hi! This has definitely called our attention and it concerns us. Allow us to take a deeper look into this. Please, DM us to assist you. -AM https://t.co/rMApsV8PQY"
848935,848938,@38940 @115714 !!!!!,@179316 Thank you for taking my call. I'll forward your information so someone can contact you tomorrow at the requested time. - Resolution SUP NN
906226,1877706,@116447 I expect to be able to at least load a web page when my phone says LTE.,@200019 We apologize that you are still having issues. We will notify your assigned analyst and have him contact you tomorrow. Team @116447 https://t.co/YPcrBKWPKn
1877883,1877882,@115714 my phone is running really slow and it won’t work,"@560537 Hi there! We'd be more than happy to check what's going on with your data service. Please, DM us to further assist you on this. -L.D."
898461,898462,Might have to jump ship on @115714 and back to @115725 so i use data while on the phone and it they pay me to leave,@333347 This is really concerning to us. We'd like to look into this for you. Can you send us a Direct message to further assist you? -PP
1878021,1878020,@sprintcare is there outage in my area or did my router die? 38341 hwy 641-N and duck farm road,"@560574 Hi there! Due to character limitations, please send us a Direct Message, so that we can further assist you. - JL https://t.co/rMApsVqrfy"
1878224,1878223,@sprintcare why am I being charged full price for my note 8?,"@481538 Hey! We'll like to help you with this situation. Please, send us a DM so that we can further assist you. -JA. https://t.co/rMApsV8PQY"
1878271,1878270,@115714 get on my fucking nerves,"@560653 Hey! Are you experiencing any inconvenience? Please give us a DM and let us know, we'd be glad to help! - FL https://t.co/rMApsV8PQY"
1878417,1878416,"@115714 Been to 2 stores &amp; no PokémonGO Phone Skin Trainer Reward &amp; no employee or manger know about it or pin code, disappointed. Help?","@560693 Hi there! Due to character limitations, please send us a Direct Message, so that we can further assist you. - JL https://t.co/rMApsV8PQY"
915626,1879007,@337413 @115714 Like shit sweet,"@334470 Hey, there may have been an outage in the area! What's your nearest cross street and ZIP code? I'll check our maps for any alerts. -MM https://t.co/rMApsV8PQY"
1879031,1879030,@115714 &amp; @1124 made it impossible to cancel this damn free subscription 🤦‍♂️,"@166079 Hi! If you're not satisfied with your Tidal subscription, please allow us to help you. Send us a DM to further assist you. -LR. https://t.co/rMApsV8PQY"
